localIBGE_id;municipality;state;population;pop_share_above60;gdp_capita;city_exp_health_capita;public_doctors_capita;disease_deaths_capita;death_rate_hospitalization;infant_mortality;sewage_rating;water_service_rating;garbage_service_rating
1100015;Alta Floresta D'Oeste;RO;23167;0,092778668;19,61175;665,3622562;2,158242327;4,791297967;0,022015652;7,352941176;;4,681414249;1,85
1100023;Ariquemes;RO;106168;0,071803517;21,38967;582,7972943;1,695426117;4,125536885;0,034575145;15,45778835;4;7,642549074;6,777636532
1100031;Cabixi;RO;5438;0,112317131;22,3158;1051,795601;5,516734093;5,516734093;0,045544713;12,19512195;;5,3;3,05
1100049;Cacoal;RO;84813;0,08922696;24,03791;480,0175392;2,35812906;5,046396189;0,044616181;13,13969571;5,333978235;6,010461526;1,85
1100056;Cerejeiras;RO;16444;0,103808729;25,00971;777,9664406;2,432498176;5,837995622;0,026051115;15,15151515;;6,862725985;4,97296397
1100064;Colorado do Oeste;RO;16227;0,119832076;18,41374;707,8972805;0;5,546311703;0,044185742;8,510638298;;7,055736798;4,745832261
1100072;Corumbiara;RO;7567;0,088584682;38,15605;835,3243901;3,964583058;3,171666446;0,023596166;7,751937984;;5,575728155;3,05
1100080;Costa Marques;RO;17855;0,058798799;12,41335;387,8704027;2,80033604;3,248389807;0,034931022;8,130081301;;5,8;1,85
1100098;Espigao D'Oeste;RO;32047;0,082854672;17,49871;512,9522267;2,184291821;4,025337785;0,025271204;12,60504202;4;4,270345053;6,522985657
1100106;Guajara-Mirim;RO;45783;0,076989063;16,9558;542,8704163;1,965795164;4,586855383;0,048741585;23,75809935;4;5,3;1,85
1100114;Jaru;RO;51933;0,088663234;25,30165;506,2250434;2,695781103;4,563572295;0,032617723;12,07464325;;5,8;4,831502444
1100122;Ji-Parana;RO;127907;0,082595961;22,81471;525,3900411;1,954545099;5,050544536;0,041856454;17,12028095;;5,203898258;5,494635966
1100130;Machadinho D'Oeste;RO;39097;0,070334993;15,7246;551,2985656;1,278870502;2,020615392;0,029963713;3,868471954;;5,8;3,492860818
1100148;Nova Brasilandia D'Oeste;RO;20459;0,092849866;16,59842;482,4477936;2,443912215;3,763624811;0,033846902;6,896551724;;5,3;3,05
1100155;Ouro Preto do Oeste;RO;36340;0,096636024;19,56069;543,9219612;3,302146395;4,843148046;0,030867523;13,02931596;;7,193584797;5,715353953
1100189;Pimenta Bueno;RO;36434;0,07711582;28,28863;689,9660605;2,195751221;4,858099577;0,027503518;12,28878648;4;7,562411338;6,035224601
1100205;Porto Velho;RO;519531;0,059544861;31,7932;537,7361127;1,270376551;3,57437766;0,046360895;12,22577697;4;4,3;7,692968827
1100254;Presidente Medici;RO;19409;0,118499801;18,76018;732,7118234;3,091349374;4,843114019;0,038918994;10,20408163;;6,405753779;3,05
1100262;Rio Crespo;RO;3723;0,098264352;27,76717;1128,160502;5,372011818;3,491807682;0,027873138;0;;4,499722607;1,85
1100288;Rolim de Moura;RO;54702;0,085595918;22,73408;579,6145357;2,193704069;4,149756864;0,032332028;13,33333333;;7,089465555;4,635561752
1100296;Santa Luzia D'Oeste;RO;6781;0,104701606;19,3477;930,7594691;5,89883498;6,193776729;0,017159931;9,708737864;;6,138049006;3,2
1100304;Vilhena;RO;97448;0,068973781;26,72364;751,0964183;0;4,289467203;0,042115333;10,27617213;;8,005674242;9,132853026
1100320;Sao Miguel do Guapore;RO;22931;0,074956129;26,87664;626,9905486;0,436090881;3,052636169;0,018414876;10,23017903;;4,903269944;1,85
1100338;Nova Mamore;RO;29757;0,062586069;16,3728;420,5454596;2,016332292;2,385993212;0,029058224;18,67219917;;5,8;4,130230614
1100346;Alvorada D'Oeste;RO;14722;0,101687962;15,68589;652,5409279;2,037766608;4,483086537;0,027677573;0;6,943375367;5,338820398;4,3
1100379;Alto Alegre dos Parecis;RO;13227;0,077695674;23,88326;620,2239306;3,024117336;2,797308536;0,018572563;0;;2,5;3,45072035
1100403;Alto Paraiso;RO;20999;0,074224355;15,28898;359,1178285;2,381065765;2,714414972;0,023317003;31,96347032;;5,8;1,85
1100452;Buritis;RO;38937;0,065676454;17,06365;318,1056597;1,540950767;2,77371138;0,034705518;12,96596434;;6,1;1,85
1100502;Novo Horizonte do Oeste;RO;8751;0,108460715;16,74493;630,7378368;3,428179637;4,342360873;0,027219152;0;;4,9;3,55
1100601;Cacaulandia;RO;6190;0,094550024;21,79388;739,5477754;3,231017771;2,423263328;0,012950074;0;;5,790753037;3,792011834
1100700;Campo Novo de Rondonia;RO;14009;0,065273968;19,09223;616,3103269;2,855307302;1,641801699;0,019700322;0;;4,222701904;3,386743516
1100809;Candeias do Jamari;RO;25983;0,068982651;21,29957;404,0214802;3,078936228;3,694723473;0,037342902;11,87648456;;6,128432732;1,85
1100908;Castanheiras;RO;3119;0,130422769;31,40368;1236,675973;6,412311638;4,809233729;0,018543597;0;;4,3;3,05
1100924;Chupinguaia;RO;10886;0,052927817;26,50459;791,9096757;7,348888481;1,929083226;0,022340072;5,524861878;;2,5;1,85
1100940;Cujubim;RO;24226;0,048824679;14,4376;332,6510138;1,238338975;1,692396599;0,016003526;13,10043668;;5,021726267;4,375366607
1101005;Governador Jorge Teixeira;RO;8095;0,100750691;18,74083;756,8559197;4,941321804;5,929586164;0,04404047;22,55639098;;2,5;3,05
1101104;Itapua do Oeste;RO;10272;0,074852397;15,59918;531,5061205;1,947040498;2,531152648;0,023569382;0;;5,085184788;1,85
1101203;Ministro Andreazza;RO;9762;0,092009238;20,28644;490,8228027;2,0487605;4,404835075;0,050846339;21,73913043;;4,274601299;3,05
1101302;Mirante da Serra;RO;11080;0,10866575;17,3272;489,7441958;2,707581227;4,512635379;0,019391811;6,25;;4,872652097;1,85
1101401;Monte Negro;RO;15695;0,089259843;16,57347;610,0571399;2,548582351;3,440586174;0,019184478;9,090909091;;5,8;3,05
1101435;Nova Uniao;RO;7047;0,088178914;15,6384;548,4962722;2,838087129;3,973321981;0,040778573;11,49425287;;5,367040756;1,85
1101450;Parecis;RO;5947;0,072631579;17,34307;732,0098352;3,363040188;1,345216075;0,016225715;37,73584906;;5,6654184;1,85
1101468;Pimenteiras do Oeste;RO;2191;0,079653322;41,08977;2349,143473;4,56412597;3,194888179;0,008298536;38,46153846;;5,277882223;3,2
1101476;Primavera de Rondonia;RO;2939;0,118639222;18,57398;925,1425927;6,805035726;4,763525009;0,040564447;26,31578947;;2,5;3,05
1101484;Sao Felipe D'Oeste;RO;5280;0,119449451;15,2048;736,0089735;5,681818182;3,977272727;0,089874765;0;;4,363201418;1,85
1101492;Sao Francisco do Guapore;RO;19842;0,072477499;17,33587;544,4077502;4,031851628;3,326277593;0,024470436;21,40672783;;2,5;1,85
1101500;Seringueiras;RO;11860;0,081160572;19,01025;650,7767479;3,372681282;3,794266442;0,013204707;6,493506494;;4,3;3,147262248
1101559;Teixeiropolis;RO;4384;0,117376525;16,91636;745,9676984;4,562043796;5,246350365;0,008479421;16,66666667;;4,983402245;3,939193084
1101609;Theobroma;RO;10494;0,100317348;16,28342;740,1495836;4,764627406;2,763483896;0,021245824;7,633587786;;4,396101595;3,2
1101708;Urupa;RO;11665;0,111554085;15,94609;583,251874;2,571795971;3,943420489;0,047262423;7,194244604;;5,262644038;5,317271021
1101757;Vale do Anari;RO;11028;0,088303069;13,52382;617,4318489;1,81356547;2,266956837;0,042117276;0;;4,92758417;3,05
1101807;Vale do Paraiso;RO;6998;0,105186445;17,48831;801,2014618;4,286939125;3,143755359;0,03851084;0;;3,7;1,85
1200013;Acrelandia;AC;15020;0,073772265;15,98409;366,7961764;4,66045273;3,262316911;0,053521552;9,259259259;;4,086001181;1,85
1200054;Assis Brasil;AC;7300;0,058203415;13,13206;509,7464726;4,109589041;4,931506849;0,029988331;15,15151515;;5,254188554;1,85
1200104;Brasileia;AC;25848;0,076194071;15,66367;390,7301064;4,255648406;4,642525534;0,050005269;14,81481481;4;4,781918717;4,305441214
1200138;Bujari;AC;10111;0,075621251;16,38021;474,1472119;4,945109287;3,857185244;0,0917622;3,267973856;;4,263201418;1,85
1200179;Capixaba;AC;11456;0,070761905;15,35437;435,0184454;27,93296089;3,666201117;0,03590323;18,01801802;;4,2;1,85
1200203;Cruzeiro do Sul;AC;87673;0,063493621;15,5857;379,8311647;4,334287637;3,763986632;0,041963611;15,9453303;;4,475841701;1,85
1200252;Epitaciolandia;AC;18122;0,074271033;25,13904;468,7497015;5,518154729;3,807526763;0,02069162;25,64102564;;5,728227813;1,85
1200302;Feijo;AC;34675;0,054569037;10,84272;0;2,307137707;3,777937996;0,050294745;37,21488595;;4,839102185;3,809228955
1200328;Jordao;AC;8159;0,023314682;10,00613;619,7963991;2,451280794;1,715896556;0,064676405;14,59854015;;3,9;1,85
1200336;Mancio Lima;AC;18638;0,057244351;10,85528;512,792526;3,755767786;2,950960403;0,025251925;24,52316076;;6,911268166;1,85
1200344;Manoel Urbano;AC;9336;0,058115304;15,25981;402,9944462;4,284490146;2,999143102;0,025183857;7,936507937;;5,814357759;1,85
1200351;Marechal Thaumaturgo;AC;18430;0,03071733;10,91486;365,9678161;2,712967987;1,573521432;0,040490813;19,65601966;;5,4;4,579827089
1200385;Placido de Castro;AC;19565;0,087128931;13,0307;0;4,088934321;4,088934321;0,037447879;16,18122977;;4,2;1,85
1200393;Porto Walter;AC;11720;0,030573367;9,9277;0;3,412969283;2,559726962;0,028377403;27,55905512;;5,19976884;1,85
1200401;Rio Branco;AC;401155;0,067583504;21,25868;314,6535518;1,794817465;4,300083509;0,073667134;14,3187067;4;4,420624827;7,1
1200427;Rodrigues Alves;AC;18504;0,043470578;10,30969;414,8596947;2,702118461;2,107652399;0,031403233;12,69035533;;5,689828941;5,360063852
1200435;Santa Rosa do Purus;AC;6362;0,027543467;11,43999;0;3,143665514;2,986482238;0,035639091;43,47826087;;5,219657174;1,85
1200450;Senador Guiomard;AC;22810;0,081146148;16,69258;481,9709855;3,507233669;4,164839982;0,035814598;10,50420168;;4,529001772;1,85
1200500;Sena Madureira;AC;45177;0,063161677;11,60231;347,956421;3,541625163;3,962193151;0,039957653;13,95939086;;4,61760189;1,85
1200609;Tarauaca;AC;41976;0,053659291;11,76389;329,4982497;1,905850962;3,835525062;0,031642756;15,08801341;;5,8;1,85
1200708;Xapuri;AC;19048;0,082812677;12,72681;465,1992015;3,149937001;3,569928601;0,03927303;12,30769231;;5,7;5,122986879
1200807;Porto Acre;AC;18180;0,084919735;13,1693;401,5831881;2,750275028;3,410341034;0,046600195;17,85714286;;4,972002363;1,85
1300029;Alvaraes;AM;15860;0,045355121;10,0008;492,9628619;2,522068096;3,15258512;0,013379849;40,46242775;;4,093700132;1,85
1300060;Amatura;AM;11332;0,042304147;7,18635;478,4483666;2,647370279;1,853159195;0,011895641;24,29149798;;2,5;1,85
1300086;Anama;AM;13269;0,049107143;8,33015;593,7186744;3,01454518;1,281181702;0,00558871;14,01869159;;2,5;1,85
1300102;Anori;AM;20538;0,048569355;9,54901;518,6188251;3,408316292;2,239750706;0,013676326;28,34008097;;2,5;1,85
1300144;Apui;AM;21583;0,057669959;9,03765;489,5178497;3,243293333;1,853310476;0,011697357;8,26446281;;2,5;1,85
1300201;Atalaia do Norte;AM;19438;0,036836881;7,40749;509,8624776;3,086737319;1,852042391;0,014321845;30,81232493;;2,5;1,85
1300300;Autazes;AM;38830;0,066837699;8,52728;526,3517038;4,378058202;3,090394025;0,033826243;10,54852321;;4,093700132;1,85
1300409;Barcelos;AM;27364;0,056574199;5,78423;297,241923;1,461774594;2,594649905;0,023121526;42,10526316;;2,5;1,85
1300508;Barreirinha;AM;31593;0,061187215;7,59406;436,3477023;2,215680689;2,817079733;0,026441566;15,27614571;;2,5;1,85
1300607;Benjamin Constant;AM;42020;0,0491085;6,76677;456,0904296;2,14183722;3,069966683;0,047225134;14,21319797;;4,2;4,607207168
1300706;Boca do Acre;AM;33976;0,068483745;10,6683;513,9916468;2,060277843;3,649635036;0,02892866;20,29769959;;4,351443694;1,85
1300839;Caapiranga;AM;12877;0,055640551;11,10173;669,5133137;3,882891978;1,630814631;0,002306067;5,319148936;;2,5;1,85
1301001;Carauari;AM;28076;0,054666762;10,07499;558,7618126;1,780880467;2,671320701;0,019540518;17,29559748;4;5,439811999;5,730550553
1301100;Careiro;AM;37384;0,061866989;7,28311;507,4908472;3,209929382;3,18317997;0,09154407;16,36363636;;2,5;5,269536623
1301159;Careiro da Varzea;AM;29595;0,073368594;10,73033;341,7605356;3,041054232;1,824632539;0,040247665;21,81818182;;4,838984052;1,85
1301209;Coari;AM;84272;0,052503611;15,58035;697,1524335;1,067970382;3,168312132;0,037222139;11,44819691;;2,5;4,71127917
1301308;Codajas;AM;28100;0,052252185;16,68301;477,8783488;2,491103203;2,740213523;0,033571986;6,993006993;;4,087708649;1,85
1301407;Eirunepe;AM;34840;0,050988921;12,43191;500,0661312;5,166475316;3,874856487;0,032061857;34,93975904;;4,093700132;5,047298688
1301506;Envira;AM;19668;0,045999042;7,62776;417,6006183;4,067520846;3,406548709;0,037857872;43,3604336;;2,5;3,70322663
1301605;Fonte Boa;AM;18221;0,060408832;8,50712;706,388881;3,841721091;3,951484551;0,061044322;12,88244767;;2,5;4,217455621
1301654;Guajara;AM;16416;0,044621413;7,08842;542,4328155;3,65497076;2,314814815;0,017040413;10,23890785;4;6,144173126;5,95
1301704;Humaita;AM;54001;0,060403469;10,4005;502,5224027;2,222181071;3,092535323;0,025619105;8,946322068;;2,5;5,490172369
1301803;Ipixuna;AM;28933;0,040433374;4,94215;382,2755241;1,382504407;1,97006878;0,011553593;46,00484262;;2,5;1,85
1301852;Iranduba;AM;47571;0,070911345;14,85791;420,8024355;4,414454184;4,120157239;0,038636796;11,64021164;;2,5;1,85
1301902;Itacoatiara;AM;99955;0,072426611;19,81709;501,3370962;2,801260567;3,281476664;0,035709808;7,736943907;;2,5;7,061465775
1301951;Itamarati;AM;7888;0,040953545;11,53694;814,5050963;3,803245436;2,281947262;0,209837991;6,600660066;;4,093700132;1,85
1302009;Itapiranga;AM;9064;0,07273743;11,7892;1008,222437;4,413062665;3,199470432;0,07508833;0;;6,885969639;5,78797273
1302108;Japura;AM;3265;0,043546182;14,73573;1894,892423;12,25114855;3,062787136;0,027023318;13,24503311;;2,5;1,85
1302207;Jurua;AM;14312;0,037808759;7,14578;576,1226642;3,493571828;2,515371716;0,004900392;27,88844622;;4;1,85
1302306;Jutai;AM;14753;0,054151842;13,79417;781,8160449;1,355656477;3,456924015;0,016171086;18,51851852;;2,5;1,85
1302405;Labrea;AM;45245;0,057202949;11,03302;448,4375829;2,431207868;2,409105979;0,03738328;21,82284981;;4,329217487;3,977024718
1302504;Manacapuru;AM;96236;0,065485861;15,81137;347,4248009;2,286046802;3,574545908;0,028256919;15,07782101;;2,5;1,85
1302553;Manaquiri;AM;31147;0,055322893;7,80629;354,1146056;1,926349247;1,316338652;0,030300907;3,300330033;;4;1,85
1302603;Manaus;AM;2145444;0,063026313;34,36271;360,1681665;0,936869012;4,241080168;0,047793831;13,83849902;4;7,329965081;7,1
1302702;Manicore;AM;54907;0,05950541;9,06526;357,9506773;2,367639827;2,567978582;0,026596866;24,67917078;;5,362781149;3,658501441
1302801;Maraa;AM;18186;0,034675494;8,32567;748,4115952;0;1,649620587;0,055916168;9,87654321;;2,5;1,85
1302900;Maues;AM;62755;0,063084541;7,37644;396,0586347;2,390247789;3,218867023;0,024261734;19,60784314;;2,5;1,85
1303007;Nhamunda;AM;20899;0,069607506;6,79778;390,8500024;2,870950763;2,631704866;0,030528651;28,66242038;;2,5;3,758042066
1303106;Nova Olinda do Norte;AM;36721;0,058311526;6,42728;383,5791681;2,995561123;2,505378394;0,048284303;21,24183007;4;4,55690155;4,392831272
1303205;Novo Airao;AM;18974;0,059366157;7,07684;398,3262828;2,63518499;2,160851692;0,034694672;9,174311927;;7,188046022;6,892611395
1303304;Novo Aripuana;AM;25237;0,061073411;7,28837;345,1156374;1,981218053;3,01145144;0,062184654;21,10817942;;2,5;1,85
1303403;Parintins;AM;113168;0,071412567;9,59389;430,0659334;2,562561855;3,446203874;0,03489447;24,18964683;;2,5;7,583883139
1303502;Pauini;AM;19329;0,04459585;7,69077;577,9382374;1,552072016;2,069429355;0,038355715;11,04972376;;2,5;1,85
1303536;Presidente Figueiredo;AM;35352;0,057997074;12,86572;857,1618005;3,39443313;2,404390134;0,038343351;14,33691756;;2,5;2,88269625
1303569;Rio Preto da Eva;AM;32577;0,05565018;11,99412;473,3737278;3,68358044;2,210148264;0,034820317;6,960556845;;2,5;1,85
1303601;Santa Isabel do Rio Negro;AM;24436;0,047980362;5,15977;579,8849898;2,455393681;2,619086594;0,021821903;26,88172043;;2,5;1,85
1303700;Santo Antonio do Ica;AM;21966;0,048636325;7,47754;562,2327529;4,097241191;2,594919421;0,021586384;11,36363636;;2,5;4,776499975
1303809;Sao Gabriel da Cachoeira;AM;44816;0,067041051;7,03706;359,9464133;1,561942164;5,444484113;0,039024479;27,70986145;;2,5;1,85
1303908;Sao Paulo de Olivenca;AM;38515;0,052952767;6,18616;352,1811242;3,375308321;2,778138388;0,023124812;28,87700535;;4,093700132;3,55
1303957;Sao Sebastiao do Uatuma;AM;13685;0,051005241;7,56682;622,6179868;3,653635367;1,242236025;0,016068541;5,376344086;;2,5;1,85
1304005;Silves;AM;9110;0,064860698;10,45373;562,3949056;4,390779363;2,96377607;0,036895207;20,30456853;;9,220102967;4,842247256
1304104;Tapaua;AM;17299;0,061477442;18,89671;683,1768004;4,046476675;3,641829007;0,102696541;25,38071066;;2,5;1,85
1304203;Tefe;AM;60154;0,059047741;12,00883;624,6476457;2,826079729;3,873391628;0,039574199;21,95389682;;2,5;1,85
1304237;Tonantins;AM;18610;0,044704227;6,59102;534,0596647;4,298764105;2,095647501;0,151972535;18,3908046;;2,5;3,55
1304260;Uarini;AM;13387;0,04527439;13,88145;583,7639927;3,734966759;1,867483379;0,030506546;6,993006993;;2,5;1,85
1304302;Urucara;AM;16383;0,073692182;17,56603;792,1442709;4,272721724;3,601294024;0,027764937;38,31417625;;9,793700132;3,174478189
1304401;Urucurituba;AM;22537;0,062059505;6,45077;632,9261628;1,774859121;2,129830945;0,032683202;9,584664537;;2,5;4,049824005
1400027;Amajari;RR;12394;0,047882973;14,11938;475,5532572;0;4,114894304;0,05971732;43,87990762;;3,9;1,85
1400050;Alto Alegre;RR;15638;0,063361563;17,45331;545,4254297;4,476275739;4,412328942;0,031043949;36,63500678;;4,192741563;1,85
1400100;Boa Vista;RR;375374;0,053548934;26,92403;508,875924;1,491845466;3,663013421;0,055330086;13,59794193;6,21869062;6,3;6,95
1400159;Bonfim;RR;12257;0,065967783;22,35975;601,7233671;4,895161948;4,405645753;0,064135503;20,46035806;;3,9;1,85
1400175;Canta;RR;17868;0,077832817;14,68491;643,0098321;2,798298634;2,798298634;0,038561533;14,83679525;;3,9;1,85
1400209;Caracarai;RR;21564;0,060942512;16,85266;435,3004081;3,709886848;4,080875533;0,048537024;78,81773399;7,00804975;5,122394249;4,797652581
1400233;Caroebe;RR;9950;0,060665576;17,17563;491,8048362;4,020100503;3,819095477;0,047221859;27,62430939;;3,9;1,85
1400282;Iracema;RR;11600;0,054936537;13,93251;780,4226362;4,310344828;3,017241379;0,046526192;50,72463768;;3,9;1,85
1400308;Mucajai;RR;17528;0,069893786;17,8042;420,1961034;3,423094477;3,137836604;0,050841571;18,46153846;;5,153841168;1,85
1400407;Normandia;RR;11045;0,048886261;14,1082;299,1987687;4,526935265;4,526935265;0,060791241;12,95896328;;3,9;1,85
1400456;Pacaraima;RR;15580;0,046427672;13,8807;390,059052;3,209242619;2,888318357;0,031413559;21,27659574;4;3,9;4,559052959
1400472;Rorainopolis;RR;29533;0,058817062;18,83265;435,1029259;4,401855551;3,419903159;0,039303133;14,33121019;4;4,261459773;3,55
1400506;Sao Joao da Baliza;RR;8052;0,057602767;20,04166;408,3526453;2,483854943;1,862891207;0,015797524;16,80672269;;4,890489356;4,930285241
1400605;Sao Luiz;RR;7860;0,072180248;15,71068;613,0082099;3,816793893;2,03562341;0,015896667;23,25581395;;5,547884988;7,283707144
1500107;Abaetetuba;PA;156292;0,076013987;8,71818;352,8356179;1,023724823;3,666214522;0,027880955;15,35005616;;3,9;7,1
1500131;Abel Figueiredo;PA;7382;0,080681498;11,15127;662,4067069;4,063939312;5,012191818;0,022054763;30,76923077;;6,884568825;4,913931052
1500206;Acara;PA;55513;0,067364825;17,23144;295,1297199;1,441103886;2,756111181;0,036346863;11,84600197;;2,5;1,85
1500305;Afua;PA;38863;0,053953938;9,39233;352,0894856;0,771942465;2,238633147;0,023821878;18,59099804;;4,3;5,258218061
1500347;agua Azul do Norte;PA;27241;0,046523166;16,59928;471,3737267;1,835468595;1,615212364;0,013131968;13,4529148;;7,493700132;1,85
1500404;Alenquer;PA;56480;0,082921633;11,02784;223,6467167;1,416430595;4,426345609;0,044528394;25,21008403;;3,9;1,85
1500503;Almeirim;PA;34142;0,062296956;20,06473;621,2565122;2,050260676;2,548181126;0,033533787;10,25641026;;2,5;1,85
1500602;Altamira;PA;113195;0,071171872;22,4399;0;1,943548743;4,22280136;0,048049783;14,79750779;4;3,893700132;6,580640597
1500701;Anajas;PA;28859;0,04724065;7,19173;357,6645445;1,039537059;2,460237707;0,027854994;9,184845006;;3,9;1,85
1500800;Ananindeua;PA;525566;0,075807685;13,52396;419,7934926;2,34033404;4,275390722;0,02785247;15,69737519;4;4,3;6,8
1500859;Anapu;PA;27161;0,050552923;12,96142;510,9627451;0,736349913;3,276757115;0,033156009;19,81707317;;2,5;1,85
1500909;Augusto Correa;PA;45516;0,069375847;7,43897;358,8656108;3,954653309;3,88874242;0,013401014;18,86792453;;3,9;3,702173913
1500958;Aurora do Para;PA;30896;0,067322419;9,10349;341,3335092;1,61833247;2,459865355;0,017327618;13,58695652;;6,947864338;3,948541122
1501006;Aveiro;PA;16371;0,080941591;9,07485;409,4379965;3,665017409;3,054181174;0,059550562;5,494505495;;2,5;1,85
1501204;Baiao;PA;46416;0,061398678;7,73349;353,0222927;1,938986556;2,283695277;0,011420364;18,96551724;;5,153749897;3,55
1501253;Bannach;PA;3310;0,098924731;23,89469;1823,669731;6,042296073;3,625377644;0,001781907;0;;2,5;1,85
1501303;Barcarena;PA;122294;0,054572885;39,7326;672,5594918;1,308322567;3,082735048;0,03457478;14,51187335;;4,240401654;4,855839601
1501402;Belem;PA;1485732;0,104596923;20,82146;549,2988219;0,686530276;5,463973314;0,050587431;14,57514989;4;5,735788695;5,152971443
1501451;Belterra;PA;17624;0,100919053;9,16366;442,774259;3,404448479;6,298229687;0,072684852;16,89189189;;5,14251362;1,85
1501501;Benevides;PA;61689;0,067456513;22,85431;418,6064512;4,052586361;3,939113943;0,050264498;10,6075217;;7,8;1,85
1501576;Bom Jesus do Tocantins;PA;16841;0,089227152;9,96705;569,8182293;5,344100707;3,08770263;0,011631345;7,220216606;;4,093700132;1,85
1501600;Bonito;PA;16038;0,065773047;8,60389;450,823652;4,364633994;3,491707195;0,06970053;15,95744681;;8,593700132;5,183883139
1501709;Braganca;PA;126436;0,078391528;8,98582;254,1160789;4,112752697;5,212123129;0,032951174;17,24920563;;4,3;5,000834898
1501725;Brasil Novo;PA;15190;0,094935013;16,3421;729,1386419;4,608294931;4,344963792;0,025463084;8,547008547;;5,851621061;1,85
1501782;Breu Branco;PA;64738;0,0602299;9,04032;421,1279605;1,235750255;2,548734901;0,032617842;8,860759494;;3,9;3,174478189
1501808;Breves;PA;101891;0,061687515;7,4406;344,315237;1,472161427;2,83636435;0,036366649;14,74201474;;4,3;3,55
1501907;Bujaru;PA;28832;0,06833424;17,60632;316,9786636;1,73418424;3,503052164;0,012142882;16,87763713;;2,5;1,85
1502004;Cachoeira do Arari;PA;23466;0,081212826;7,46335;318,8658438;1,704593881;2,514275974;0,017574122;20;;4,3;1,85
1502103;Cameta;PA;136390;0,074483182;8,82569;0;1,173106533;3,262702544;0,033417648;16,05675878;;5,359332619;3,616260127
1502152;Canaa dos Carajas;PA;36050;0,038028716;113,45746;1983,789224;3,328710125;3,300970874;0,03092498;14,61038961;5,921851788;7,073440238;5,742590687
1502202;Capanema;PA;68616;0,096645839;14,40582;592,1983906;3,351987875;5,159146555;0,031636539;21,03250478;;4,3;1,85
1502301;Capitao Poco;PA;54179;0,080034292;8,59187;364,2432201;1,107440152;3,783753853;0,019509712;18,06588735;;4,3;1,85
1502400;Castanhal;PA;198294;0,073097451;19,24251;544,416015;3,126670499;4,160488971;0,038522879;14,82602118;;4,3;5,487103079
1502509;Chaves;PA;23482;0,062733582;7,86444;315,4803569;1,703432416;1,490503364;0,041507268;9,546539379;;2,5;1,85
1502608;Colares;PA;12040;0,108962791;6,72194;457,2951163;4,15282392;4,235880399;0,054625474;16,30434783;;2,5;1,85
1502707;Conceicao do Araguaia;PA;47734;0,105571784;12,01094;608,9322726;2,72342565;5,006913311;0,016373356;21,49178255;;3,9;1,85
1502756;Concordia do Para;PA;32847;0,06580422;9,02466;423,1545907;2,435534448;2,892197157;0,028840128;16,01423488;;2,5;5,03201698
1502772;Curionopolis;PA;18014;0,107760331;49,26426;732,8299839;4,440990341;5,21816365;0,006761412;16,23376623;;5,620262896;1,85
1502806;Curralinho;PA;33893;0,049559506;18,84076;0;1,180184699;2,094827841;0,021044688;10,69518717;;2,5;1,85
1502855;Curua;PA;14197;0,059302584;8,64105;383,6723427;2,817496654;3,380995985;0,036003155;21,00840336;;2,5;1,85
1502905;Curuca;PA;39540;0,103309077;7,09039;0;0,252908447;5,108750632;0,066775462;14,41441441;;2,5;1,85
1502939;Dom Eliseu;PA;58956;0,054560666;11,70668;420,112182;2,544270303;2,238957867;0,014685207;7,72797527;;6,037479205;1,85
1502954;Eldorado do Carajas;PA;33674;0,068904051;10,92403;380,9526884;1,484825088;4,009027737;0,003987572;9,433962264;;4,12407524;5,155315027
1503002;Faro;PA;7319;0,082968237;8,06087;0;4,098920618;3,96228993;0,010021521;14,08450704;;5,10348355;1,85
1503044;Floresta do Araguaia;PA;20080;0,070095893;12,64221;450,9658033;2,490039841;2,888446215;0,017700056;15,95744681;;2,5;1,85
1503077;Garrafao do Norte;PA;26020;0,07110019;9,55341;425,4318932;2,305918524;3,34358186;0,019935005;14,18439716;;2,5;1,85
1503093;Goianesia do Para;PA;39857;0,058105107;9,49297;424,7408059;1,756278696;2,232982914;0,014603056;6,956521739;;2,5;1,85
1503101;Gurupa;PA;32991;0,056128766;7,10438;479,7209336;0,909338911;2,24303598;0,019318729;7,853403141;;2,5;1,85
1503200;Igarape-Acu;PA;38588;0,094503012;8,06449;513,2583604;3,10977506;4,897895719;0,023331189;10,38062284;;2,5;4,826967571
1503309;Igarape-Miri;PA;62355;0,075596001;6,17638;310,7060537;1,282976505;3,672520247;0,010319953;9,267840593;;4,3;1,85
1503408;Inhangapi;PA;11559;0,082712911;10,0689;590,7528592;4,325633705;4,066095683;0,040078972;16,21621622;;4,3;1,85
1503457;Ipixuna do Para;PA;62455;0,041468098;8,69203;320,4115799;2,241613962;1,360979906;0,005925711;9,584664537;;2,5;1,85
1503507;Irituia;PA;32504;0,097732678;6,85494;383,8501071;2,46123554;3,876445976;0,014922837;16,12903226;;2,5;1,85
1503606;Itaituba;PA;101097;0,071615035;17,97196;412,1303946;1,780468263;4,866613253;0,057256131;20,07856831;;3,9;1,85
1503705;Itupiranga;PA;53182;0,071438267;10,81145;375,4073442;1,316234816;3,008536723;0,043439711;10,66350711;4;4,093700132;3,55
1503754;Jacareacanga;PA;8899;0,044859542;40,65391;1740,038594;2,247443533;5,955725362;0,026323233;16,61129568;;2,5;3,55
1503804;Jacunda;PA;58457;0,060894506;8,50384;348,8891905;1,710659117;3,404211643;0,02252338;5,326231691;;3,9;6,060720942
